Program,Bug,Technique,ID,Result,Num,TimePerClass
Chart,22f,randoopGRTMinusMinCostFirst,1,Fail,14,120
Chart,13f,randoop,1,Pass,0,300
Math,48f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,36f,randoopGRT,1,Pass,0,300
Lang,64f,randoopGRTMinusInputConstruction,1,Pass,0,120
Lang,50f,randoopGRT,1,Pass,0,600
Math,23f,randoop,1,Pass,0,300
Math,7f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Lang,53f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Math,27f,randoopGRTMinusInputConstruction,1,Pass,0,300
Chart,12f,evosuite,1,Pass,0,120
Lang,46f,evosuite,1,Fail,1,120
Math,69f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Lang,31f,randoopGRT,1,Pass,0,120
Math,10f,randoopGRTMinusDynamicTyping,1,Fail,2,300
Lang,20f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,14f,randoop,1,Fail,6,300
Math,11f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,23f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Lang,38f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,12f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Chart,15f,randoop,1,Fail,2,300
Time,13f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Lang,61f,evosuite,1,Pass,0,600
Lang,24f,evosuite,1,Pass,0,120
Math,24f,randoop,1,Fail,2,300
Math,25f,randoop,1,Pass,0,300
Time,24f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,37f,randoopGRT,1,Pass,0,300
Lang,43f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Lang,30f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,77f,randoopGRTMinusMinCostFirst,1,Fail,14,600
Math,28f,randoopGRTMinusInputConstruction,1,Pass,0,300
Lang,44f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Lang,7f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,29f,randoopGRTMinusInputConstruction,1,Pass,0,300
Math,26f,randoop,1,Pass,0,300
Lang,46f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,13f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,71f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,7f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Lang,47f,evosuite,1,Fail,2,120
Math,98f,randoopGRTMinusInputConstruction,1,Fail,8,300
Lang,4f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,27f,randoop,1,Pass,0,300
Lang,37f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Time,25f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Lang,46f,randoop,1,Pass,0,120
Lang,47f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,11f,evosuite,1,Fail,3,300
Math,14f,randoopGRTMinusDynamicTyping,1,Fail,4,300
Chart,6f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Lang,31f,randoopGRTMinusInputConstruction,1,Pass,0,600
Chart,21f,randoopGRTMinusInputConstruction,1,Pass,0,120
Math,28f,randoop,1,Pass,0,300
Time,25f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Math,72f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Lang,19f,randoop,1,Pass,0,120
Lang,45f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,12f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Math,15f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,7f,randoopGRTMinusInputConstruction,1,Pass,0,120
Lang,46f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Lang,45f,randoopGRTMinusMinCoverageFirst,1,Fail,30,600
Lang,56f,randoop,1,Fail,6,600
Math,39f,randoopGRTMinusInputConstruction,1,Pass,0,600
Chart,16f,randoop,1,Fail,348,300
Math,50f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,40f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Math,16f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,82f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Lang,47f,randoop,1,Pass,0,120
Time,15f,evosuite,1,Fail,1,300
Time,16f,evosuite,1,Pass,0,300
Lang,51f,randoopGRT,1,Pass,0,600
Math,39f,randoopGRT,1,Pass,0,300
Chart,10f,randoopGRTMinusInputConstruction,1,Fail,1126,600
Chart,17f,randoop,1,Fail,10,300
Math,17f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,17f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Math,6f,randoopGRTMinusMinCoverageFirst,1,Fail,2,300
Chart,18f,randoop,1,Fail,32,300
Math,29f,randoop,1,Pass,0,300
Math,99f,randoopGRTMinusInputConstruction,1,Pass,0,300
Math,18f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Lang,39f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,93f,randoopGRTMinusDynamicTyping,1,Fail,4,600
Math,40f,randoopGRT,1,Pass,0,300
Lang,19f,evosuite,1,Fail,5,120
Lang,52f,randoopGRT,1,Pass,0,600
Math,19f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,49f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Lang,40f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,10f,randoopGRTMinusMinCoverageFirst,1,Fail,530,600
Chart,22f,randoopGRTMinusInputConstruction,1,Fail,26,120
Chart,8f,randoopGRTMinusDynamicTyping,1,Fail,4,600
Math,25f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Math,41f,randoopGRT,1,Pass,0,300
Lang,32f,randoopGRT,1,Pass,0,120
Math,51f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,26f,evosuite,1,Pass,0,120
Math,7f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Lang,5f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,20f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,30f,randoopGRTMinusInputConstruction,1,Pass,0,300
Math,40f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,31f,randoopGRTMinusInputConstruction,1,Fail,38,300
Time,8f,randoopGRTMinusInputConstruction,1,Pass,0,120
Math,94f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Chart,17f,randoop,1,Fail,6,120
Math,6f,randoopGRT,1,Pass,0,120
Math,95f,randoopGRTMinusDynamicTyping,1,Fail,6,300
Math,21f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,18f,evosuite,1,Pass,0,300
Chart,4f,randoopGRT,1,Pass,0,300
Chart,23f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,30f,randoop,1,Pass,0,300
Lang,20f,randoop,1,Pass,0,120
Math,14f,randoopGRT,1,Fail,6,600
Math,33f,randoopGRTMinusInputConstruction,1,Pass,0,300
Math,22f,randoopGRTMinusDynamicTyping,1,Fail,2,300
Math,31f,randoop,1,Fail,4,300
Lang,32f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,23f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Chart,24f,randoopGRTMinusMinCostFirst,1,Fail,38,120
Math,32f,randoop,1,Pass,0,300
Math,24f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Lang,8f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,92f,randoop,1,Fail,42,300
Math,54f,randoopGRTMinusDynamicTyping,1,Fail,2,120
Math,102f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Math,22f,randoopGRTMinusMinCostFirst,1,Fail,2,600
Math,26f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,49f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,5f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Lang,59f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Lang,23f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Math,85f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,58f,randoopGRT,1,Pass,0,120
Lang,21f,randoop,1,Pass,0,120
Lang,24f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Lang,33f,randoopGRT,1,Pass,0,120
Math,100f,randoopGRTMinusInputConstruction,1,Pass,0,300
Math,8f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Lang,49f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,42f,randoopGRT,1,Pass,0,300
Lang,7f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,66f,randoopGRT,1,Fail,6,600
Math,4f,randoop,1,Pass,0,600
Lang,54f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Lang,8f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,5f,randoopGRT,1,Pass,0,300
Math,43f,randoopGRT,1,Pass,0,300
Math,39f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,6f,randoop,1,Fail,30,600
Math,52f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,27f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Lang,22f,randoop,1,Pass,0,120
Math,53f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,4f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,23f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,33f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,44f,randoopGRT,1,Pass,0,300
Math,10f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,79f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Time,1f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Lang,50f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,38f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,10f,randoopGRTMinusMinCoverageFirst,1,Fail,12,120
Lang,65f,randoopGRTMinusInputConstruction,1,Pass,0,120
Time,13f,randoopGRT,1,Pass,0,120
Time,9f,randoopGRTMinusInputConstruction,1,Fail,2,120
Math,93f,randoopGRT,1,Fail,2,600
Chart,24f,randoopGRTMinusInputConstruction,1,Fail,42,120
Lang,11f,randoopGRTMinusInputConstruction,1,Fail,32,120
Math,86f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,47f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,41f,randoopGRTMinusInputConstruction,1,Pass,0,600
Time,7f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,33f,randoop,1,Pass,0,300
Math,41f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,5f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Time,26f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,16f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,53f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,11f,randoopGRTMinusMinCoverageFirst,1,Fail,2,120
Math,40f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Lang,54f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,6f,randoopGRT,1,Pass,0,300
Math,18f,randoopGRT,1,Pass,0,120
Math,42f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,23f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Math,89f,randoopGRTMinusMinCoverageFirst,1,Fail,12,300
Math,16f,randoopGRTMinusInputConstruction,1,Pass,0,120
Math,43f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,44f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,15f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,9f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Lang,32f,randoop,1,Pass,0,600
Lang,46f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Lang,23f,randoop,1,Pass,0,120
Math,41f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,10f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Math,18f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,94f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Lang,41f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,19f,randoop,1,Fail,2,300
Math,35f,randoop,1,Fail,34,300
Time,2f,randoopGRT,1,Pass,0,600
Math,45f,randoopGRTMinusInputConstruction,1,Pass,0,600
Lang,42f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,8f,randoopGRT,1,Pass,0,300
Lang,47f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Chart,12f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Lang,49f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,54f,randoopGRTMinusMinCostFirst,1,Fail,2,300
Math,28f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Lang,41f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Math,31f,randoopGRTMinusInputConstruction,1,Fail,50,120
Math,45f,randoopGRT,1,Pass,0,300
Math,59f,randoopGRT,1,Pass,0,120
Math,95f,randoopGRTMinusDynamicTyping,1,Fail,8,600
Math,29f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,6f,randoopGRTMinusDynamicTyping,1,Fail,2,120
Time,24f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,46f,randoopGRT,1,Pass,0,300
Lang,49f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,18f,randoop,1,Fail,10,120
Chart,22f,evosuite,1,Fail,4,300
Lang,34f,randoopGRT,1,Pass,0,120
Math,101f,randoopGRTMinusInputConstruction,1,Pass,0,300
Chart,2f,randoopGRTMinusInputConstruction,1,Pass,0,300
Lang,51f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,36f,randoop,1,Pass,0,300
Time,20f,evosuite,1,Pass,0,300
Math,50f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,37f,randoop,1,Pass,0,300
Lang,60f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Lang,8f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,35f,randoopGRTMinusInputConstruction,1,Fail,4,300
Math,73f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Lang,34f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Math,30f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Chart,10f,randoopGRT,1,Fail,160,300
Chart,11f,randoopGRTMinusMinCoverageFirst,1,Fail,170,600
Chart,11f,randoopGRT,1,Pass,0,300
Lang,58f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Math,86f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,38f,randoop,1,Pass,0,300
Math,47f,randoopGRT,1,Pass,0,300
Math,19f,randoopGRT,1,Pass,0,120
Math,68f,randoopGRT,1,Fail,4,600
Lang,43f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,9f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Chart,20f,randoop,1,Pass,0,300
Lang,9f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Lang,57f,randoop,1,Pass,0,600
Chart,12f,randoopGRT,1,Pass,0,300
Lang,10f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,10f,randoopGRTMinusDynamicTyping,1,Fail,164,600
Lang,33f,randoop,1,Pass,0,600
Lang,49f,randoop,1,Pass,0,120
Lang,53f,randoopGRT,1,Pass,0,600
Math,13f,randoopGRTMinusDynamicTyping,1,Fail,2,600
Math,24f,randoopGRT,1,Pass,0,120
Chart,11f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Math,36f,randoopGRTMinusInputConstruction,1,Pass,0,300
Math,11f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Lang,60f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Time,27f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,31f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Lang,11f,randoopGRTMinusDynamicTyping,1,Fail,4,120
Lang,61f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,24f,randoopGRT,1,Pass,0,600
Lang,35f,randoopGRTMinusMinCostFirst,1,Pass,0,120
Lang,26f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Math,33f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Lang,44f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,24f,randoop,1,Pass,0,120
Lang,50f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,50f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Lang,45f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,48f,randoopGRT,1,Pass,0,300
Math,59f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Math,60f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Lang,46f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,13f,randoopGRT,1,Pass,0,300
Lang,35f,randoopGRT,1,Pass,0,120
Math,46f,randoopGRTMinusInputConstruction,1,Pass,0,600
Lang,47f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,6f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,35f,randoopGRTMinusDynamicTyping,1,Fail,2,300
Math,36f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Chart,1f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Lang,49f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,14f,randoopGRT,1,Pass,0,300
Chart,15f,randoopGRT,1,Pass,0,300
Math,61f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Lang,52f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Math,39f,randoop,1,Pass,0,300
Lang,27f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Math,37f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Lang,21f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Lang,35f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,49f,randoopGRT,1,Pass,0,300
Math,25f,randoopGRT,1,Pass,0,120
Lang,50f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,51f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Math,83f,randoopGRTMinusInputConstruction,1,Pass,0,120
Math,50f,randoopGRT,1,Pass,0,300
Chart,13f,evosuite,1,Pass,0,120
Math,90f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Time,25f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,37f,randoopGRTMinusInputConstruction,1,Pass,0,300
Math,42f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Lang,28f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Chart,3f,randoopGRTMinusInputConstruction,1,Pass,0,300
Lang,26f,randoop,1,Pass,0,120
Math,80f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Lang,22f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Chart,2f,randoopGRT,1,Pass,0,120
Math,85f,randoopGRT,1,Pass,0,300
Time,26f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,26f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,22f,evosuite,1,Pass,0,300
Math,69f,randoopGRT,1,Pass,0,600
Lang,55f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Time,27f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Time,10f,randoopGRTMinusInputConstruction,1,Pass,0,120
Math,51f,randoopGRT,1,Pass,0,300
Math,52f,randoopGRT,1,Pass,0,300
Time,5f,randoopGRT,1,Pass,0,120
Math,101f,randoopGRTMinusInputConstruction,1,Pass,0,600
Math,52f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Math,85f,randoopGRTMinusMinCoverageFirst,1,Pass,0,120
Math,101f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,40f,randoop,1,Pass,0,300
Math,12f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Math,41f,randoop,1,Pass,0,300
Lang,51f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,60f,randoopGRT,1,Pass,0,120
Lang,34f,randoop,1,Pass,0,600
Chart,16f,randoopGRT,1,Pass,0,300
Math,38f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,26f,randoopGRT,1,Pass,0,600
Math,28f,randoopGRTMinusDynamicTyping,1,Pass,0,120
Chart,12f,randoopGRTMinusDynamicTyping,1,Pass,0,600
Math,53f,randoopGRTMinusMinCostFirst,1,Pass,0,600
Lang,52f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,27f,randoopGRT,1,Pass,0,600
Math,50f,randoop,1,Pass,0,600
Math,55f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Chart,14f,evosuite,1,Fail,3,120
Math,103f,randoopGRTMinusMinCostFirst,1,Fail,4,600
Math,39f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Math,93f,randoop,1,Fail,4,300
Time,2f,randoopGRTMinusMinCoverageFirst,1,Pass,0,300
Math,72f,randoop,1,Pass,0,120
Lang,54f,randoopGRT,1,Pass,0,600
Math,40f,randoopGRTMinusDynamicTyping,1,Pass,0,300
Lang,53f,randoopGRTMinusMinCostFirst,1,Pass,0,300
Math,43f,randoopGRTMinusMinCoverageFirst,1,Pass,0,600
Math,41f,randoopGRTMinusDynamicTyping,1,Pass,0,300
